Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA
Date,,,,,,,,,,,,,,,
2015-01-29,63.51188659667969,169.70274353027344,13.680000305175781,63.57245480812849,169.96318926892573,13.732000350952148,63.413467585152304,166.92182248985472,13.100000381469727,63.54974317286083,168.3500948187939,13.404666900634766,1551300,173585400,53221500
2015-01-30,63.86019515991211,167.5687713623047,13.573332786560059,63.86019515991212,169.85399206739936,13.83133316040039,63.67849615937228,167.29992865450734,13.533332824707031,63.74663111853456,168.5097528889383,13.597332954406738,10474400,197729700,45105000
2015-02-02,63.7843017578125,169.6439666748047,14.062666893005371,63.86016204218163,169.73638416710813,14.130000114440918,63.655338695608116,166.23294202754022,13.553333282470703,63.6856781791408,168.07288212538438,13.597999572753906,6070500,163107000,62238000
2015-02-03,63.587074279785156,172.09718322753906,14.557332992553711,63.716037370163455,172.10559297416876,14.691332817077637,63.5491412354292,170.173235750488,14.084667205810547,63.670522347152286,170.55130257648872,14.214667320251465,1237200,124212900,72393000
2015-02-04,63.609798431396484,171.44183349609375,14.569999694824219,63.6173861938423,172.55084299624016,14.76533317565918,63.38979962260333,170.97974620436608,14.453332901000977,63.45807790908179,171.32421244181157,14.552666664123535,2945700,134306700,49581000
2015-02-05,63.47323226928711,173.1725616455078,14.732666969299316,63.54151053922459,173.32379605208897,15.031999588012695,63.42771728117247,172.0383612849539,14.642666816711426,63.488407790502336,172.1139720783773,14.658666610717773,2128200,97953200,52843500
2015-02-06,63.06360626220703,172.69369506835938,14.490667343139648,63.28360510927477,174.11355769033904,14.893333435058594,63.048436522443154,172.1643938301755,14.433333396911621,63.25325984197908,173.54224617901212,14.800000190734863,2907700,125672000,48658500
2015-02-09,63.04085922241211,171.9207763671875,14.498666763305664,63.18499781904922,172.7693275844993,14.528667449951172,63.01051395007962,171.5090961502164,14.13266658782959,63.169822288998525,172.0383974549311,14.358667373657227,1384600,87219000,52086000
2015-02-10,62.927066802978516,173.7522430419922,14.419333457946777,62.99534511365067,174.01268872536852,14.699999809265137,62.88913955284419,171.96271095723785,14.333333015441895,62.96499984088182,172.9709059918632,14.50333309173584,1447900,96164200,80857500
2015-02-11,62.927066802978516,173.8530731201172,14.186667442321777,63.002932878785124,174.28995681993237,14.315999984741211,62.88155178770974,172.92891134788275,13.8186674118042,62.96499984088182,173.58423048773875,14.147333145141602,1904000,91087800,146536500
2015-02-12,62.95743179321289,175.5250244140625,13.525333404541016,63.040879872519845,175.58384136505023,13.53933334350586,62.93467427845113,173.88672619011376,12.885333061218262,62.95743179321288,174.65966656193223,12.904666900634766,4662900,97545900,234744000
2015-02-13,62.81327819824219,176.24758911132812,13.584667205810547,62.9877562789892,176.29799632419994,13.732666969299316,62.81327819824219,175.3906280332912,13.394000053405762,62.9877562789892,175.6510866660268,13.526666641235352,1883000,93670400,92865000
2015-02-17,62.56293869018555,176.52481079101562,13.623332977294922,62.81328286404668,176.70124882501003,13.713333129882812,62.54018118124714,175.67625960972362,13.433333396911621,62.798107332908195,175.92829563009198,13.713333129882812,5281500,76968200,59694000
2015-02-18,62.73740768432617,176.54161071777344,13.630666732788086,62.8284434946451,176.61722152099392,13.744667053222656,62.57809935709441,175.87788170354202,13.506667137145996,62.653959638475946,176.146737207974,13.611332893371582,3813000,80652900,40704000
2015-02-19,62.684329986572266,176.4155731201172,14.11400032043457,62.820880862796045,176.7852430146516,14.162667274475098,62.661572471830105,175.79386722452347,13.583333015441895,62.7677780658074,175.93669189836893,13.666666984558105,1322700,91462500,77311500
2015-02-20,62.69945526123047,177.47418212890625,14.473999977111816,62.87393325957139,177.5497929320041,14.506667137145996,62.60841948746597,175.36538683111272,13.987333297729492,62.77531551215113,175.9955024964003,14.052000045776367,3145800,140896400,89731500
2015-02-23,62.828453063964844,177.44895935058594,13.822667121887207,62.881555847796776,177.44895935058594,14.546667098999023,62.775350280132905,176.83563760577906,13.755332946777344,62.81328332048544,177.22211414607196,14.37733268737793,3952700,74411100,127497000
2015-02-24,63.086395263671875,177.95303344726562,13.607333183288574,63.131910289280576,178.15467504135864,13.81933307647705,62.72225769549137,177.07086910024276,13.446666717529297,62.82846328042521,177.37332508151536,13.81933307647705,2542200,72472300,99054000
2015-02-25,63.14706039428711,177.80184936523438,13.583999633789062,63.16223592328342,178.31434397437303,13.809332847595215,63.02568510115909,177.45738304341043,13.505332946777344,63.07878787710919,177.82705296734477,13.662667274475098,4934600,73061700,58642500
2015-02-26,62.97259521484375,177.59173583984375,13.812666893005371,63.14707331963517,177.86898816576652,14.072667121887207,62.965007448792484,176.97841426140948,13.481332778930664,63.07121302243152,177.70935687328998,13.600000381469727,2187500,72697900,97093500
2015-02-27,63.025672912597656,176.98687744140625,13.555999755859375,63.048430413922546,177.7598177259541,13.903332710266113,62.91187961820583,176.93647024324324,13.520000457763672,62.987739885211255,177.49096224277133,13.793333053588867,4094400,108076000,58231500
2015-03-02,62.821956634521484,178.10430908203125,13.155332565307617,63.08798916395222,178.16311321492225,13.555999755859375,62.80675146194018,177.03730956499425,13.055333137512207,63.057584617863824,177.08771677025416,13.513333320617676,2476100,87491400,118831500
2015-03-03,62.746002197265625,177.3733367919922,13.303999900817871,62.86761468726136,178.15468680342147,13.349332809448242,62.730797011591655,176.49958213270352,13.021332740783691,62.80680554272389,177.66739586699202,13.120667457580566,2648100,110325800,66484500
2015-03-04,62.746002197265625,176.6256561279297,13.496000289916992,62.829613321234845,176.8441044768166,13.501333236694336,62.715597624996896,175.6426770171549,13.147333145141602,62.78400356329214,176.76848083772717,13.283332824707031,1425400,114497200,63330000
2015-03-05,62.783992767333984,176.81884765625,13.375332832336426,62.844801901415074,177.10449698987802,13.746000289916992,62.70798424927172,176.30635311310093,13.34333324432373,62.761190791823125,176.95326257695234,13.523332595825195,1340800,76873000,73155000
2015-03-06,62.41911697387695,174.3319854736328,12.925333023071289,62.56353134307743,176.38196364313094,13.383333206176758,62.35070528398183,173.99592894278243,12.8100004196167,62.56353134307743,175.94507989723752,13.280667304992676,1580000,188128000,100686000
2015-03-09,62.49513244628906,175.05453491210938,12.725333213806152,62.555941555428916,175.4157950755477,12.965999603271484,62.46472789171914,174.3740120407127,12.550000190734863,62.54073637860604,174.5336433946919,12.959333419799805,1982300,89818900,101050500
2015-03-10,62.73837661743164,172.21482849121094,12.687999725341797,62.745979207483074,173.75231243131498,12.899999618530273,62.654765524097066,172.17281821136902,12.506667137145996,62.66996490512286,173.66830469136866,12.564000129699707,3766100,157121300,83695500
2015-03-11,62.806793212890625,171.81155395507812,12.916000366210938,62.852402961879505,172.65170825314698,13.078666687011719,62.715585313068985,171.72753339737636,12.734000205993652,62.73838728802439,172.47527020986814,12.743332862854004,4829700,110145700,74623500
2015-03-12,62.85237503051758,173.99598693847656,12.73799991607666,63.004391995383244,174.06318801125792,12.963333129882812,62.82197047772935,172.3996858355268,12.649999618530273,62.98919261852688,172.45009304998243,12.916666984558105,8421500,93993500,62239500
2015-03-13,62.79159164428711,172.9290008544922,12.578666687011719,62.913204106176835,174.69331759817183,12.783332824707031,62.76878967012516,171.87880773810897,12.48799991607666,62.79159164428712,173.71874812917076,12.596667289733887,2114500,162410900,81514500
2015-03-16,62.9131965637207,175.2393798828125,13.046667098999023,62.989210867251266,175.33179736567527,13.060667037963867,62.8371880592673,172.95415923360287,12.653332710266113,62.95120371548599,173.66829549388217,12.800000190734863,1203700,136099200,84432000
2015-03-17,62.96638870239258,174.718505859375,12.982000350952148,62.96638870239258,175.1049696848446,13.247332572937012,62.890380215315,173.89514535865808,12.929332733154297,62.9207847699612,174.4916605932805,13.028667449951172,1471300,94510400,73411500
2015-03-18,63.354068756103516,176.81884765625,13.380666732788086,63.354068756103516,177.4993704650782,13.392000198364258,62.91321120894095,173.59264598442994,12.87399959564209,63.03482948363897,174.23956826801628,12.997332572937012,5534300,228808500,72313500
2015-03-19,63.164024353027344,176.01229858398438,13.043333053588867,63.33124652772468,176.8272491543196,13.63933277130127,63.12602300364492,175.61742509857513,12.968667030334473,63.316047147787046,176.3987751427998,13.466667175292969,1208100,117917300,127128000
2015-03-20,63.33128356933594,177.56590270996094,13.20533275604248,63.33888616328974,178.0806848360268,13.265999794006348,63.20206846752153,176.78951231731298,13.041333198547363,63.20206846752153,176.9751722891372,13.16333293914795,1011200,177715100,64042500
2015-03-23,63.361637115478516,177.22000122070312,13.308667182922363,63.3692397033093,178.15673602794828,13.366666793823242,63.255224082149056,177.22000122070312,13.164667129516602,63.361637115478516,177.57443967790874,13.233332633972168,1572700,71784500,39474000
2015-03-24,63.46809005737305,176.22409057617188,13.447999954223633,63.506097221350394,177.5574479512043,13.586000442504883,63.33887497837652,176.15657669135453,13.316666603088379,63.39968412110866,177.09331091814005,13.438667297363281,2300500,77805300,54748500
2015-03-25,63.36923599243164,173.6417694091797,12.953332901000977,63.54405490877468,176.6713960736877,13.239333152770996,63.35403081766048,173.59958448960504,12.846667289733887,63.54405490877468,176.43510386544747,13.218000411987305,1559900,159521700,85956000
2015-03-26,63.164024353027344,173.22825622558594,12.694000244140625,63.2856425888351,174.15654332029058,12.986000061035156,63.103215235123464,172.25775845939964,12.646666526794434,63.27803999932795,172.96664792728774,12.928000450134277,2342500,153067200,61920000
